Description	Resource	Path	Location	Type
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 35	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 36	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 37	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 42	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 43	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 44	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 49	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 50	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 51	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 56	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 57	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 58	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 63	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 64	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 65	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 70	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 71	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DIO.c	/MegaProject/MCAL/DIO	line 72	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("str")	LCD_program.c	/MegaProject/HAL/LCD	line 142	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("i")	LCD_program.c	/MegaProject/HAL/LCD	line 141	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("i")	LCD_program.c	/MegaProject/HAL/LCD	line 112	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("i")	LCD_program.c	/MegaProject/HAL/LCD	line 87	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("i")	LCD_program.c	/MegaProject/HAL/LCD	line 69	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 38	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 37	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 35	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 34	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 32	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 31	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 28	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 27	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 25	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 24	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 22	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 21	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 19	C/C++ Problem
#1477-D (MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	LCD_config.h	/MegaProject/HAL/LCD	line 18	C/C++ Problem
#1476-D (MISRA-C:2004 17.4/R) Array indexing shall be the only allowed form of pointer arithmetic	LCD_program.c	/MegaProject/HAL/LCD	line 90	C/C++ Problem
#1476-D (MISRA-C:2004 17.4/R) Array indexing shall be the only allowed form of pointer arithmetic	LCD_program.c	/MegaProject/HAL/LCD	line 88	C/C++ Problem
#1469-D (MISRA-C:2004 14.8/R) The statement forming the body of a switch, while, do ... while or for statement shall be a compound statement	LCD_program.c	/MegaProject/HAL/LCD	line 150	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	LCD_program.c	/MegaProject/HAL/LCD	line 133	C/C++ Problem
#1460-D (MISRA-C:2004 16.7/A) A pointer parameter in a function prototype should be declared as pointer to const if the pointer is not used to modify the addressed object ("str: const char *")	LCD_program.c	/MegaProject/HAL/LCD	line 92	C/C++ Problem
#1460-D (MISRA-C:2004 16.7/A) A pointer parameter in a function prototype should be declared as pointer to const if the pointer is not used to modify the addressed object ("c: const unsigned char [8]")	LCD_program.c	/MegaProject/HAL/LCD	line 119	C/C++ Problem
#1459-D (MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	LDR.c	/MegaProject/HAL/LDR	line 47	C/C++ Problem
#1459-D (MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	LCD_program.c	/MegaProject/HAL/LCD	line 110	C/C++ Problem
#1459-D (MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	APP.c	/MegaProject/APP	line 95	C/C++ Problem
#1459-D (MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	APP.c	/MegaProject/APP	line 91	C/C++ Problem
#1459-D (MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	APP.c	/MegaProject/APP	line 83	C/C++ Problem
#1412-D (MISRA-C:2004 13.4/R) The controlling expression of a for statement shall not contain any objects of floating type	APP.c	/MegaProject/APP	line 91	C/C++ Problem
#1404-D (MISRA-C:2004 12.4/R) The right-hand operand of a logical && or || operator shall not contain side effects	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 89	C/C++ Problem
#1404-D (MISRA-C:2004 12.4/R) The right-hand operand of a logical && or || operator shall not contain side effects	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 80	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 31	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 29	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 89	C/C++ Problem
#1469-D (MISRA-C:2004 14.8/R) The statement forming the body of a switch, while, do ... while or for statement shall be a compound statement	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 80	C/C++ Problem
#1470-D (MISRA-C:2004 14.9/R) An if (expression) construct shall be followed by a compound statement. The else keyword shall be followed by either a compound statement, or another if statement	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 82	C/C++ Problem
#1469-D (MISRA-C:2004 14.8/R) The statement forming the body of a switch, while, do ... while or for statement shall be a compound statement	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 89	C/C++ Problem
#1470-D (MISRA-C:2004 14.9/R) An if (expression) construct shall be followed by a compound statement. The else keyword shall be followed by either a compound statement, or another if statement	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 91	C/C++ Problem
#1468-D (MISRA-C:2004 14.7/R) A function shall have a single point of exit at the end of the function	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 82	C/C++ Problem
#1430-D (MISRA-C:2004 19.10/R) In the definition of a function-like macro each instance of a parameter shall be enclosed in parentheses unless it is used as the operand of # or ##. The compiler cannot determine if the parameter "P" is used as an operand of # or ##.	BIT_MATH.h	/MegaProject/LIB	line 15	C/C++ Problem
#1469-D (MISRA-C:2004 14.8/R) The statement forming the body of a switch, while, do ... while or for statement shall be a compound statement	Delay.c	/MegaProject/LIB	line 13	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("i")	Delay.c	/MegaProject/LIB	line 17	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("j")	Delay.c	/MegaProject/LIB	line 17	C/C++ Problem
#1469-D (MISRA-C:2004 14.8/R) The statement forming the body of a switch, while, do ... while or for statement shall be a compound statement	Delay.c	/MegaProject/LIB	line 19	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 86	C/C++ Problem
#1424-D (MISRA-C:2004 18.4/R) Unions shall not be used	types.h	/MegaProject/LIB	line 49	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/MegaProject/MCAL/ADC	line 10	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/MegaProject/MCAL/ADC	line 15	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	ADC.c	/MegaProject/MCAL/ADC	line 17	C/C++ Problem
#1469-D (MISRA-C:2004 14.8/R) The statement forming the body of a switch, while, do ... while or for statement shall be a compound statement	ADC.c	/MegaProject/MCAL/ADC	line 17	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 80	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 77	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 42	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ADC.c	/MegaProject/MCAL/ADC	line 27	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ADC.c	/MegaProject/MCAL/ADC	line 23	C/C++ Problem
#1394-D (MISRA-C:2004 10.2/R) The value of an expression of floating type shall not be implicitly converted to a different type if the expression is complex	TempSensor.c	/MegaProject/HAL/TEMPSENSOR	line 27	C/C++ Problem
#1394-D (MISRA-C:2004 10.2/R) The value of an expression of floating type shall not be implicitly converted to a different type if it is not a conversion to a wider floating type	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 95	C/C++ Problem
#1394-D (MISRA-C:2004 10.2/R) The value of an expression of floating type shall not be implicitly converted to a different type if it is not a conversion to a wider floating type	TempSensor.c	/MegaProject/HAL/TEMPSENSOR	line 27	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 91	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 82	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	ULTRASONIC_program.c	/MegaProject/HAL/ULTRASONIC	line 44	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ADC.c	/MegaProject/MCAL/ADC	line 49	C/C++ Problem
#1471-D (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	ADC.c	/MegaProject/MCAL/ADC	line 29	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ADC.c	/MegaProject/MCAL/ADC	line 57	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 150	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	ADC.c	/MegaProject/MCAL/ADC	line 61	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 129	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 128	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 127	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 126	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 118	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 105	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 79	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 72	C/C++ Problem
#1469-D (MISRA-C:2004 14.8/R) The statement forming the body of a switch, while, do ... while or for statement shall be a compound statement	ADC.c	/MegaProject/MCAL/ADC	line 59	C/C++ Problem
#1471-D (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	ADC.c	/MegaProject/MCAL/ADC	line 64	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_program.c	/MegaProject/HAL/LCD	line 58	C/C++ Problem
